City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,al bayda',32.7627,21.7551,16.05,53,2,2.51,LY,1699661365
362,huarmey,-10.0681,-78.1522,19.63,84,8,3.79,PE,1699661365
363,pacific grove,36.6177,-121.9166,20.57,59,0,2.24,US,1699661299
364,puerto santa,-8.9906,-78.6456,18.83,86,5,3.89,PE,1699661366
365,pakse,15.1167,105.7833,24.54,92,95,0.64,LA,1699661366
366,mukalla,14.5425,49.1242,25.54,67,3,2.01,YE,1699661367
367,akrehamn,59.2667,5.1833,6.34,87,100,2.06,NO,1699661157
368,nizhneudinsk,54.9076,99.0276,-15.05,95,29,1.28,RU,1699661368
369,mhamid,29.82,-5.72,21.53,24,12,1.77,MA,1699661370
370,bako,5.7833,36.5667,17.11,80,64,1.98,ET,1699661370
371,siracusa,37.0881,15.2792,15.65,76,68,7.46,IT,1699661313
372,neiafu,-18.65,-173.9833,25.38,94,100,3.09,TO,1699661371
373,al qaryatayn,34.2296,37.2407,15.16,60,40,0.17,SY,1699661372
374,pucheng,27.9233,118.5333,13.81,97,100,0.76,CN,1699661372
375,eastham,41.8301,-69.9739,9.44,61,0,1.54,US,1699661373
376,chonglong,29.7806,104.8522,18.12,88,98,2.08,CN,1699661373
377,paragominas,-2.9667,-47.4833,25.92,73,91,1.17,BR,1699661300
378,nelson bay,-32.7167,152.15,27.83,64,4,8.49,AU,1699661374
379,al harithah,30.7186,47.7208,22.41,44,1,2.33,IQ,1699661374
380,mancio lima,-7.6142,-72.8958,26.97,69,70,1.25,BR,1699661375
381,rexburg,43.826,-111.7897,6.99,38,75,2.06,US,1699661345
382,suoyarvi,62.0833,32.35,3.56,99,100,1.64,RU,1699661375
383,saynshand,44.8824,110.1163,-17.63,85,4,1.57,MN,1699661161
384,hotan,37.0997,79.9269,5.37,40,0,1.51,CN,1699661376
385,murun-kuren,49.6342,100.1625,-13.77,78,2,1.51,MN,1699661377
386,veinticinco de mayo,-35.4323,-60.1727,15.55,100,100,3.13,AR,1699661377
387,bilokurakyne,49.5341,38.7307,4.4,85,32,2.06,UA,1699661377
388,yellowknife,62.456,-114.3525,3.01,98,75,3.6,CA,1699660877
389,anton lizardo,19.05,-95.9833,27.34,81,12,3.21,MX,1699661147
390,inderbor,48.55,51.7833,6.33,72,97,7.79,KZ,1699661378
391,nabire,-3.3667,135.4833,28.86,68,91,1.76,ID,1699661242
392,mananjary,-21.2167,48.3333,22.25,88,94,4.5,MG,1699661382
393,tual,-5.6667,132.75,27.8,78,58,4.27,ID,1699661241
394,sokoni,-6.4333,39.55,26.7,85,99,4.46,TZ,1699661383
395,tai'an,36.1853,117.12,1.49,80,90,1.27,CN,1699661383
396,kandiari,26.9156,68.5216,21.37,41,0,2.97,PK,1699661383
397,yazman,29.1212,71.7446,18.81,58,0,4.15,PK,1699661384
398,newman,37.3138,-121.0208,20.16,39,34,1.34,US,1699660967
399,arno,60.1167,18.6333,7.1,92,100,3.69,SE,1699661384
400,sarandi,-23.4436,-51.8739,26.73,55,53,2.43,BR,1699661385
401,aginskoye,51.1,114.53,-11.44,82,100,5.36,RU,1699661385
402,gazojak,41.1875,61.4036,14.17,52,100,6.48,TM,1699661385
403,palangkaraya,-2.2,113.8333,27.98,76,56,0.17,ID,1699661385
404,praia da vitoria,38.7333,-27.0667,22.14,88,75,11.86,PT,1699661207
405,tutayev,57.8853,39.5406,3.66,90,99,3.83,RU,1699661221
406,nicoya,10.1483,-85.452,25.36,90,86,1.06,CR,1699661386
407,limon,10.0,-83.0333,25.94,94,0,0.0,CR,1699661387
408,kwali,8.8672,7.005,26.68,66,100,2.03,NG,1699661387
409,auki,-8.7676,160.7034,25.77,91,100,4.76,SB,1699661387
410,la sarre,48.8002,-79.1996,-3.58,93,100,3.52,CA,1699661388
411,sola,-13.8833,167.55,26.25,84,89,11.71,VU,1699661388
412,carbonear,47.7332,-53.2148,3.4,88,93,9.49,CA,1699661389
413,horn,51.8715,8.9451,7.39,92,97,3.18,DE,1699661389
414,isiro,2.7739,27.616,20.03,99,99,0.3,CD,1699661240
415,doue-la-fontaine,47.1937,-0.2749,6.91,82,86,4.7,FR,1699661390
416,polyarnyy,69.1989,33.4478,-8.33,94,26,3.26,RU,1699661297
417,tsiombe,-25.3,45.4833,20.5,65,87,4.02,MG,1699661121
418,labrador city,52.9463,-66.9114,-8.72,97,100,1.21,CA,1699661270
419,pauini,-7.7136,-66.9764,28.47,61,80,0.45,BR,1699661266
420,nouadhibou,20.931,-17.0347,22.99,64,0,6.69,MR,1699661392
421,olyokminsk,60.3736,120.4264,-10.8,95,100,2.51,RU,1699661204
422,pierre,44.3683,-100.351,4.36,63,0,4.12,US,1699661392
423,alness,57.696,-4.2551,7.05,93,100,1.77,GB,1699661393
424,el alto,-4.2714,-81.2147,19.81,80,24,8.14,PE,1699661393
425,quellon,-43.1167,-73.6167,10.37,78,100,8.25,CL,1699661178
426,grootfontein,-19.5667,18.1167,25.56,34,87,4.79,NA,1699661394
427,sinabang,2.4803,96.3801,25.84,83,100,0.23,ID,1699661242
428,arteche,12.2645,125.4048,28.63,73,61,1.75,PH,1699661173
429,port pirie,-33.1833,138.0167,24.35,44,10,5.64,AU,1699661395
430,kuchinda,21.7333,84.35,18.12,61,8,0.95,IN,1699661396
431,tutoia,-2.7619,-42.2744,26.8,79,4,7.81,BR,1699661397
432,hasaki,35.7333,140.8333,12.22,62,100,10.79,JP,1699661397
433,makar'yev,57.8797,43.8069,0.18,90,46,2.01,RU,1699661398
434,urangan,-25.3,152.9,23.73,65,34,4.04,AU,1699661105
435,hadibu,12.65,54.0333,26.79,81,93,5.56,YE,1699661267
436,tarko-sale,64.9225,77.785,-7.68,94,100,3.59,RU,1699661398
437,baiti,13.745,-14.7482,26.53,27,100,3.07,SN,1699661399
438,kodinsk,58.6881,99.1844,-13.09,97,11,1.69,RU,1699661401
439,milford haven,51.7128,-5.0341,8.95,87,59,7.63,GB,1699661283
440,kamba,11.8486,3.6576,26.43,21,64,1.57,NG,1699661404
441,abadeh,31.1608,52.6506,11.48,40,83,1.25,IR,1699661405
442,san fernando,15.0286,120.6898,28.85,75,96,2.3,PH,1699661410
443,oranjemund,-28.55,16.4333,16.41,89,60,3.16,NA,1699661411
444,cannonvale,-20.2833,148.7,26.66,65,30,5.7,AU,1699661412
445,linhares,-19.3911,-40.0722,24.11,88,12,2.42,BR,1699661269
446,kill devil hills,36.0307,-75.676,14.43,73,100,7.2,US,1699661414
447,axim,4.8699,-2.2405,25.92,88,53,3.74,GH,1699661415
448,barguzin,53.6167,109.6167,-13.06,92,66,1.03,RU,1699661415
449,terra nova,-12.3667,-40.6667,22.85,69,6,4.39,BR,1699661416
450,antonina,-25.4286,-48.7119,21.5,96,100,0.37,BR,1699661418
451,chauk,20.8833,94.8167,22.83,80,8,2.39,MM,1699661418
452,lompoc,34.6391,-120.4579,23.9,61,0,4.12,US,1699660869
453,saldanha,-33.0117,17.9442,15.67,90,48,6.64,ZA,1699661420
454,chelak,39.9203,66.8611,7.42,38,100,0.7,UZ,1699661421
455,malango,-2.9627,119.9001,21.84,90,92,0.2,ID,1699661279
456,ciudad rio bravo,25.9833,-98.1,16.63,88,100,6.17,MX,1699661422
457,scarborough,54.2797,-0.4044,4.81,89,3,0.89,GB,1699661399
458,illizi,26.4833,8.4667,20.63,18,2,1.01,DZ,1699661425
459,vila velha,-20.3297,-40.2925,25.97,90,0,4.12,BR,1699661146
460,kaa-khem,51.6833,94.7333,-17.55,90,5,1.38,RU,1699661426
461,novodvinsk,64.4165,40.8122,0.44,98,100,3.31,RU,1699661427
462,caleta de carquin,-11.0925,-77.6267,19.55,83,25,4.96,PE,1699661325
463,dolores,-36.3132,-57.6792,14.27,91,100,7.2,AR,1699661280
464,pula,44.8683,13.8481,10.31,100,40,3.09,HR,1699661260
465,sept-iles,50.2001,-66.3821,0.03,93,99,0.89,CA,1699661430
466,rafraf,37.1904,10.1837,18.17,65,42,11.05,TN,1699661432
467,tovarkovskiy,53.6822,38.2092,3.01,91,77,4.06,RU,1699661432
468,xichang,27.8964,102.2634,9.66,84,1,0.47,CN,1699661433
469,shumikha,55.2261,63.2961,4.79,89,100,4.74,RU,1699661433
470,lexington,37.9887,-84.4777,10.41,72,25,1.15,US,1699660807
471,comodoro rivadavia,-45.8667,-67.5,20.92,14,0,5.66,AR,1699661268
472,libreville,0.3925,9.4537,25.25,89,100,2.15,GA,1699661435
473,aswan,24.0934,32.907,27.64,50,55,2.2,EG,1699661438
474,hammerfest,70.6634,23.6821,1.25,93,100,7.72,NO,1699661248
475,ringkobing,56.0901,8.244,6.12,91,94,3.94,DK,1699661439
476,sungailiat,-1.85,106.1333,27.63,81,88,2.26,ID,1699661241
477,camaiore,43.9097,10.2419,12.34,82,7,2.04,IT,1699661439
478,coraopolis,40.5184,-80.1667,9.77,68,20,4.12,US,1699661440
479,antonio enes,-16.2325,39.9086,25.03,76,96,5.16,MZ,1699661442
480,laminusa,5.5549,120.9136,28.45,74,68,1.99,PH,1699661443
481,bama,11.5221,13.6856,25.83,27,98,2.12,NG,1699661444
482,amursk,50.2261,136.8994,-5.57,75,100,1.01,RU,1699661446
483,mutuali,-14.8706,37.0044,21.67,86,53,1.59,MZ,1699661447
484,somoto,13.4808,-86.5821,22.07,95,85,1.89,NI,1699661447
485,mawlaik,23.6333,94.4167,18.74,91,2,0.57,MM,1699661308
486,at taj,24.2049,23.2857,19.71,38,100,4.25,LY,1699661448
487,richards bay,-28.783,32.0377,19.84,82,0,7.21,ZA,1699661449
488,rio grande,-32.035,-52.0986,19.06,88,92,10.18,BR,1699661046
489,nadi,-17.8,177.4167,31.0,55,40,7.2,FJ,1699660959
490,rock springs,41.5875,-109.2029,3.36,42,75,4.63,US,1699661452
491,belyy yar,53.6039,91.3903,-16.06,85,100,0.0,RU,1699661453
492,hobyo,5.3505,48.5268,24.57,91,100,5.28,SO,1699661126
493,riorges,46.0418,4.0497,8.69,86,82,5.31,FR,1699661456
494,opuwo,-18.0607,13.84,22.7,36,36,2.05,NA,1699661050
495,khandyga,62.6667,135.6,-34.72,100,67,0.45,RU,1699661457
496,arkhangel'sk,64.5401,40.5433,0.63,98,100,3.12,RU,1699661318
497,bedele,8.456,36.353,11.9,95,83,0.8,ET,1699661460
498,cabedelo,-6.9811,-34.8339,26.37,73,14,5.38,BR,1699660987
499,tarinkot,32.6268,65.8733,10.24,18,0,0.9,AF,1699661463
500,inhambane,-23.865,35.3833,20.83,75,0,3.65,MZ,1699661242
501,okondja,-0.6549,13.6753,21.6,98,100,0.35,GA,1699661412
502,alakurtti,66.9672,30.3491,-12.66,97,63,1.58,RU,1699661466
503,hau-ri,41.2006,129.4703,-0.8,26,2,0.49,KP,1699661467
504,brigantine,39.4101,-74.3646,7.78,94,0,3.09,US,1699661468
505,kralendijk,12.15,-68.2667,28.99,79,40,7.72,BQ,1699661132
506,porus,18.0354,-77.4117,25.08,91,35,1.11,JM,1699661469
507,ak-suu,42.4995,78.527,-3.24,53,5,4.16,KG,1699661469
508,mondlo,-27.983,30.7177,15.51,92,1,1.75,ZA,1699661471
509,mohr,54.3528,9.7167,7.3,95,97,3.09,DE,1699661471
510,hargeysa,9.56,44.065,17.35,70,91,4.86,SO,1699661472
511,kenora,49.8167,-94.4337,-1.46,80,100,0.0,CA,1699661472
512,margate,51.3813,1.3862,5.94,86,8,2.68,GB,1699661444
513,roma,43.2128,-75.4557,6.64,70,71,1.9,US,1699661474
514,tocopilla,-22.092,-70.1979,21.38,67,15,2.55,CL,1699660914
515,igunga,-4.2833,33.8833,24.21,57,96,2.3,TZ,1699661475
516,marsa alam,25.0757,34.8918,25.86,72,4,2.93,EG,1699661475
517,smithers,54.7804,-127.1743,5.18,70,75,7.2,CA,1699661018
518,coquimbo,-29.9533,-71.3436,16.85,82,20,4.12,CL,1699661177
519,port moresby,-9.4431,147.1797,26.99,68,97,3.05,PG,1699661476
520,moyale,3.5167,39.0584,19.73,67,84,3.45,KE,1699661478
521,blackwater,-23.5833,148.8833,27.61,68,42,3.49,AU,1699661478
522,girau do ponciano,-9.8842,-36.8289,22.53,80,0,5.77,BR,1699661479
523,murashi,59.3999,48.9615,-2.21,88,54,2.98,RU,1699661481
524,ust-tsilma,65.441,52.1498,-5.22,97,71,0.45,RU,1699661482
525,pervomays'kyy,49.3874,36.2147,4.26,82,100,3.55,UA,1699661482
526,codrington,-38.2667,141.9667,16.22,55,72,6.78,AU,1699661482
527,puntarenas,9.9763,-84.8384,26.29,87,81,2.48,CR,1699661358
528,tralee,52.2704,-9.7026,7.45,86,89,2.23,IE,1699661279
529,cassilandia,-19.1133,-51.7342,29.0,21,49,2.07,BR,1699661436
530,pedernales,18.0384,-71.744,28.3,70,3,3.99,DO,1699661484
531,vila franca do campo,37.7167,-25.4333,22.16,99,91,7.66,PT,1699661486
532,ciudad melchor muzquiz,27.8833,-101.5167,14.2,75,100,1.08,MX,1699661488
533,chakulia,22.4833,86.7167,19.6,58,14,2.27,IN,1699661489
534,laayoune,27.1622,-13.2032,19.19,100,40,7.72,EH,1699661490
535,karakulino,56.012,53.7067,4.56,87,100,0.65,RU,1699661490
536,ceeldheer,3.8488,47.1806,25.5,86,100,3.8,SO,1699661491
537,raja sansi,31.7192,74.7978,13.92,94,4,1.54,IN,1699661493
538,remire-montjoly,4.9167,-52.2667,27.65,82,21,6.78,GF,1699661493
539,suva,-18.1416,178.4415,25.79,75,100,6.98,FJ,1699661493
540,kudahuvadhoo,2.6708,72.8944,27.35,81,70,4.14,MV,1699661494
541,kapa'a,22.0752,-159.319,28.99,78,75,6.17,US,1699661494
542,paita,-5.0892,-81.1144,20.03,81,9,7.0,PE,1699661498
543,kourou,5.1552,-52.6478,27.08,83,13,4.91,GF,1699661498
544,buka,40.8108,69.1986,10.3,36,95,0.13,UZ,1699661291
545,nuku'alofa,-21.1333,-175.2,22.19,94,100,7.72,TO,1699661200
546,alofi,-19.0595,-169.9187,26.94,83,100,1.54,NU,1699661499
547,monte alegre de minas,-18.8706,-48.8808,27.53,19,8,4.0,BR,1699661500
548,pandan,14.0453,124.1694,27.73,85,100,2.92,PH,1699661501
549,caraguatatuba,-23.6338,-45.4899,22.52,98,93,1.15,BR,1699661501
550,karoi,-16.8099,29.6925,19.67,55,36,5.45,ZW,1699661501
551,salinopolis,-0.6136,-47.3561,27.5,81,46,6.97,BR,1699661502
552,mata-utu,-13.2816,-176.1745,28.52,77,99,5.97,WF,1699660913
553,salamanca,40.8333,-6.0,13.88,97,100,7.48,ES,1699661503
554,yei,4.095,30.6779,20.07,91,62,0.26,SS,1699661503
555,kismayo,-0.3582,42.5454,26.84,83,80,3.3,SO,1699661170
556,el vigia,8.6219,-71.6506,26.45,87,68,1.92,VE,1699661505
557,emerald,-23.5333,148.1667,27.41,45,43,3.76,AU,1699661505
558,omutinskiy,56.4745,67.6709,-0.53,93,100,3.05,RU,1699661505
559,nahiyat ash shinafiyah,31.5874,44.6602,22.81,32,70,1.71,IQ,1699661506
560,palikir - national government center,6.9248,158.1611,29.47,74,100,3.09,FM,1699661506
561,sitia,35.2,26.0986,20.55,81,3,3.96,GR,1699661507
562,sivaganga,9.8667,78.4833,25.23,91,100,6.02,IN,1699661507
